year,period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,states,st
1993,Sep,67.3,61.6,316411,289678,26733,8.4,District of Columbia,dc
1994,Sep,67.0,61.8,310069,286163,23906,7.7,District of Columbia,dc
1995,Sep,65.4,59.6,298322,271700,26622,8.9,District of Columbia,dc
1996,Sep,63.1,57.9,285448,261908,23540,8.2,District of Columbia,dc
1997,Sep,62.7,57.5,282841,259439,23402,8.3,District of Columbia,dc
1998,Sep,64.3,59.0,291394,267426,23968,8.2,District of Columbia,dc
1999,Sep,67.6,63.5,309306,290772,18534,6.0,District of Columbia,dc
2000,Sep,68.2,64.3,312303,294524,17779,5.7,District of Columbia,dc
2001,Sep,67.3,62.9,310790,290516,20274,6.5,District of Columbia,dc
2002,Sep,65.9,61.8,304436,285411,19025,6.2,District of Columbia,dc
2003,Sep,66.6,62.0,306855,285820,21035,6.9,District of Columbia,dc
2004,Sep,67.8,62.3,314716,288830,25886,8.2,District of Columbia,dc
2005,Sep,67.3,63.5,314487,296356,18131,5.8,District of Columbia,dc
2006,Sep,67.5,63.5,317520,299067,18453,5.8,District of Columbia,dc
2007,Sep,68.2,64.4,323163,305288,17875,5.5,District of Columbia,dc
2008,Sep,69.4,64.7,332380,309780,22600,6.8,District of Columbia,dc
2009,Sep,69.3,62.4,338167,304739,33428,9.9,District of Columbia,dc
2010,Sep,68.4,62.0,346809,314691,32118,9.3,District of Columbia,dc
2011,Sep,67.6,60.7,350898,314926,35972,10.3,District of Columbia,dc
2012,Sep,69.9,63.8,370337,338011,32326,8.7,District of Columbia,dc
2013,Sep,69.1,63.3,373517,342135,31382,8.4,District of Columbia,dc
2014,Sep,69.8,64.5,382944,353547,29397,7.7,District of Columbia,dc
2015,Sep,70.2,65.5,391229,365259,25970,6.6,District of Columbia,dc
2016,Sep,70.1,65.9,395980,372041,23939,6.0,District of Columbia,dc
2017,Sep,70.4,66.2,402130,377757,24373,6.1,District of Columbia,dc
2018,Sep,70.3,66.3,404189,381492,22697,5.6,District of Columbia,dc
2019,Sep,71.1,67.4,411296,389568,21728,5.3,District of Columbia,dc
2020,Sep,68.3,62.3,396750,362274,34476,8.7,District of Columbia,dc
1976,Sep,55.1,50.3,3609567,3291006,318561,8.8,Florida,fl
1977,Sep,55.7,51.4,3768320,3480190,288130,7.6,Florida,fl
1978,Sep,57.0,53.2,4006225,3740244,265981,6.6,Florida,fl
1979,Sep,56.6,53.4,4160344,3919911,240433,5.8,Florida,fl
1980,Sep,56.1,52.5,4305153,4030260,274893,6.4,Florida,fl
1981,Sep,57.3,53.4,4561017,4250202,310815,6.8,Florida,fl
1982,Sep,58.2,53.1,4779399,4360268,419131,8.8,Florida,fl
1983,Sep,59.3,54.5,5008601,4608320,400281,8.0,Florida,fl
1984,Sep,59.7,56.0,5200303,4875136,325167,6.3,Florida,fl
1985,Sep,59.8,56.3,5358773,5043444,315329,5.9,Florida,fl
1986,Sep,61.4,57.9,5662822,5334942,327880,5.8,Florida,fl
1987,Sep,62.4,59.2,5915859,5611170,304689,5.2,Florida,fl
1988,Sep,62.7,59.5,6086434,5773281,313153,5.1,Florida,fl
1989,Sep,63.1,59.5,6274065,5917542,356523,5.7,Florida,fl
1990,Sep,63.2,59.2,6492712,6082100,410612,6.3,Florida,fl
1991,Sep,62.1,57.3,6548927,6042751,506176,7.7,Florida,fl
1992,Sep,62.3,57.2,6682982,6139294,543688,8.1,Florida,fl
1993,Sep,62.1,57.8,6789508,6317133,472375,7.0,Florida,fl
1994,Sep,62.6,58.7,6985415,6552643,432772,6.2,Florida,fl
1995,Sep,62.0,58.6,7063035,6667219,395816,5.6,Florida,fl
1996,Sep,62.1,59.0,7225042,6860391,364651,5.0,Florida,fl
1997,Sep,62.4,59.6,7414542,7072055,342487,4.6,Florida,fl
1998,Sep,62.4,59.8,7558590,7237843,320747,4.2,Florida,fl
1999,Sep,62.3,59.9,7678355,7385485,292870,3.8,Florida,fl
2000,Sep,62.9,60.6,7887105,7594909,292196,3.7,Florida,fl
2001,Sep,63.1,60.1,8069917,7688500,381417,4.7,Florida,fl
2002,Sep,62.4,59.0,8149610,7703939,445671,5.5,Florida,fl
2003,Sep,61.8,58.6,8222068,7799924,422144,5.1,Florida,fl
2004,Sep,62.3,59.5,8494058,8108360,385698,4.5,Florida,fl
2005,Sep,63.0,60.8,8792094,8489557,302537,3.4,Florida,fl
2006,Sep,63.8,61.7,9068807,8771654,297153,3.3,Florida,fl
2007,Sep,63.7,61.0,9160898,8767241,393657,4.3,Florida,fl
2008,Sep,63.7,59.2,9233547,8588046,645501,7.0,Florida,fl
2009,Sep,61.9,55.2,9053826,8064822,989004,10.9,Florida,fl
2010,Sep,61.5,54.7,9256982,8235424,1021558,11.0,Florida,fl
2011,Sep,61.1,55.1,9314616,8406567,908049,9.7,Florida,fl
2012,Sep,60.8,55.8,9418399,8640972,777427,8.3,Florida,fl
2013,Sep,60.2,56.1,9467499,8812072,655427,6.9,Florida,fl
2014,Sep,59.9,56.3,9590936,9006338,584598,6.1,Florida,fl
2015,Sep,58.8,55.7,9603770,9096410,507360,5.3,Florida,fl
2016,Sep,59.2,56.3,9867303,9395114,472189,4.8,Florida,fl
2017,Sep,59.4,57.0,10094477,9682213,412264,4.1,Florida,fl
2018,Sep,59.1,57.1,10192858,9845567,347291,3.4,Florida,fl
2019,Sep,59.6,57.8,10402699,10098918,303781,2.9,Florida,fl
2020,Sep,57.2,52.9,10143475,9373616,769859,7.6,Florida,fl
1976,Sep,64.1,59.0,2291968,2107937,184031,8.0,Georgia,ga
1977,Sep,63.9,59.8,2341803,2190136,151667,6.5,Georgia,ga
1978,Sep,64.9,61.1,2434172,2292157,142015,5.8,Georgia,ga
1979,Sep,64.3,61.2,2476203,2354574,121629,4.9,Georgia,ga
1980,Sep,64.6,60.3,2544060,2375571,168489,6.6,Georgia,ga
1981,Sep,64.7,60.6,2607562,2439821,167741,6.4,Georgia,ga
1982,Sep,65.0,59.8,2662323,2450923,211400,7.9,Georgia,ga
1983,Sep,65.1,60.2,2709872,2507725,202147,7.5,Georgia,ga
1984,Sep,65.5,61.5,2792145,2623055,169090,6.1,Georgia,ga
1985,Sep,66.0,61.8,2891697,2709357,182340,6.3,Georgia,ga
1986,Sep,67.4,63.4,3012625,2831569,181056,6.0,Georgia,ga
1987,Sep,67.4,63.5,3081435,2906422,175013,5.7,Georgia,ga
1988,Sep,67.9,64.1,3156254,2979951,176303,5.6,Georgia,ga
1989,Sep,68.3,64.5,3220799,3041816,178983,5.6,Georgia,ga
1990,Sep,67.4,63.5,3298113,3108382,189731,5.8,Georgia,ga
1991,Sep,65.4,62.3,3270708,3115293,155415,4.8,Georgia,ga
1992,Sep,66.9,62.2,3420689,3180171,240518,7.0,Georgia,ga
1993,Sep,67.1,63.2,3506749,3302459,204290,5.8,Georgia,ga
1994,Sep,67.4,64.1,3610092,3433518,176574,4.9,Georgia,ga
1995,Sep,67.5,64.1,3705241,3518423,186818,5.0,Georgia,ga
1996,Sep,68.6,65.4,3855371,3675439,179932,4.7,Georgia,ga
1997,Sep,69.2,66.2,3984361,3811416,172945,4.3,Georgia,ga
1998,Sep,69.7,66.7,4096365,3922036,174329,4.3,Georgia,ga
1999,Sep,69.5,66.8,4172447,4009700,162747,3.9,Georgia,ga
2000,Sep,69.0,66.6,4226525,4078278,148247,3.5,Georgia,ga
2001,Sep,68.1,65.1,4257923,4074348,183575,4.3,Georgia,ga
2002,Sep,68.2,64.9,4350017,4135699,214318,4.9,Georgia,ga
2003,Sep,67.8,64.6,4397857,4191488,206369,4.7,Georgia,ga
2004,Sep,67.6,64.2,4471238,4250026,221212,4.9,Georgia,ga
2005,Sep,68.2,64.5,4622999,4374251,248748,5.4,Georgia,ga
2006,Sep,68.3,65.1,4743529,4522398,221131,4.7,Georgia,ga
2007,Sep,68.1,64.9,4834612,4608639,225973,4.7,Georgia,ga
2008,Sep,66.6,62.1,4809851,4481586,328265,6.8,Georgia,ga
2009,Sep,65.4,58.6,4786060,4290182,495878,10.4,Georgia,ga
2010,Sep,64.1,57.4,4691739,4197433,494306,10.5,Georgia,ga
2011,Sep,64.5,57.9,4771878,4284901,486977,10.2,Georgia,ga
2012,Sep,63.9,58.2,4791180,4365122,426058,8.9,Georgia,ga
2013,Sep,62.7,57.7,4745704,4369134,376570,7.9,Georgia,ga
2014,Sep,61.9,57.6,4746854,4417659,329195,6.9,Georgia,ga
2015,Sep,61.3,57.8,4770601,4495676,274925,5.8,Georgia,ga
2016,Sep,62.6,59.2,4951558,4684588,266970,5.4,Georgia,ga
2017,Sep,63.3,60.5,5075111,4848794,226317,4.5,Georgia,ga
2018,Sep,62.5,60.2,5073808,4881688,192120,3.8,Georgia,ga
2019,Sep,62.4,60.4,5129851,4964375,165476,3.2,Georgia,ga
2020,Sep,59.4,55.6,4945161,4628421,316740,6.4,Georgia,ga
1976,Sep,68.8,62.7,410045,373983,36062,8.8,Hawaii,hi
1977,Sep,68.2,63.0,417476,385445,32031,7.7,Hawaii,hi
1978,Sep,66.9,62.2,420187,390910,29277,7.0,Hawaii,hi
1979,Sep,66.0,62.1,428055,403249,24806,5.8,Hawaii,hi
1980,Sep,66.2,62.8,441210,418478,22732,5.2,Hawaii,hi
1981,Sep,66.6,63.0,451860,427062,24798,5.5,Hawaii,hi
1982,Sep,66.6,62.5,461613,432790,28823,6.2,Hawaii,hi
1983,Sep,66.7,62.7,474061,445870,28191,5.9,Hawaii,hi
1984,Sep,65.4,61.6,471965,444946,27019,5.7,Hawaii,hi
1985,Sep,65.7,62.2,481810,455581,26229,5.4,Hawaii,hi
1986,Sep,65.9,62.9,492678,470798,21880,4.4,Hawaii,hi
1987,Sep,67.4,64.9,515695,496555,19140,3.7,Hawaii,hi
1988,Sep,66.5,64.4,518414,501939,16475,3.2,Hawaii,hi
1989,Sep,66.9,65.3,530904,518038,12866,2.4,Hawaii,hi
1990,Sep,68.3,66.6,556357,541952,14405,2.6,Hawaii,hi
1991,Sep,69.2,67.2,574318,557333,16985,3.0,Hawaii,hi
1992,Sep,69.7,66.5,587501,559776,27725,4.7,Hawaii,hi
1993,Sep,68.6,65.7,585411,560144,25267,4.3,Hawaii,hi
1994,Sep,67.9,64.1,584865,551797,33068,5.7,Hawaii,hi
1995,Sep,67.5,63.3,586262,550338,35924,6.1,Hawaii,hi
1996,Sep,67.9,63.7,597508,560271,37237,6.2,Hawaii,hi
1997,Sep,67.5,63.3,601364,564075,37289,6.2,Hawaii,hi
1998,Sep,67.3,63.1,603594,566242,37352,6.2,Hawaii,hi
1999,Sep,67.1,63.7,604516,573226,31290,5.2,Hawaii,hi
2000,Sep,67.2,64.5,605219,580592,24627,4.1,Hawaii,hi
2001,Sep,67.2,64.0,610436,581940,28496,4.7,Hawaii,hi
2002,Sep,65.4,62.9,599174,575964,23210,3.9,Hawaii,hi
2003,Sep,65.3,62.5,603867,578192,25675,4.3,Hawaii,hi
2004,Sep,64.9,62.8,613307,593495,19812,3.2,Hawaii,hi
2005,Sep,66.3,64.5,631847,614058,17789,2.8,Hawaii,hi
2006,Sep,66.6,64.9,640383,624606,15777,2.5,Hawaii,hi
2007,Sep,65.6,63.6,635971,617250,18721,2.9,Hawaii,hi
2008,Sep,65.4,62.2,638797,607480,31317,4.9,Hawaii,hi
2009,Sep,64.2,59.5,630972,584806,46166,7.3,Hawaii,hi
2010,Sep,62.5,58.1,653823,608354,45469,7.0,Hawaii,hi
2011,Sep,62.3,58.0,659208,613689,45519,6.9,Hawaii,hi
2012,Sep,60.5,57.1,645309,609187,36122,5.6,Hawaii,hi
2013,Sep,60.9,57.9,654749,623139,31610,4.8,Hawaii,hi
2014,Sep,61.8,59.2,667668,639674,27994,4.2,Hawaii,hi
2015,Sep,62.1,60.0,675591,652891,22700,3.4,Hawaii,hi
2016,Sep,62.7,60.9,686464,666585,19879,2.9,Hawaii,hi
2017,Sep,62.2,60.8,680790,665358,15432,2.3,Hawaii,hi
2018,Sep,61.5,59.9,672600,654679,17921,2.7,Hawaii,hi
2019,Sep,61.0,59.4,665785,647883,17902,2.7,Hawaii,hi
2020,Sep,56.3,47.8,612768,520224,92544,15.1,Hawaii,hi
1976,Sep,63.7,60.1,378402,357094,21308,5.6,Idaho,id
1977,Sep,65.6,61.8,404265,380804,23461,5.8,Idaho,id
1978,Sep,66.1,62.3,420079,396226,23853,5.7,Idaho,id
1979,Sep,66.3,62.6,431788,407317,24471,5.7,Idaho,id
1980,Sep,64.4,59.3,426049,392502,33547,7.9,Idaho,id
1981,Sep,63.9,58.7,430040,395025,35015,8.1,Idaho,id
1982,Sep,65.4,59.0,446210,402043,44167,9.9,Idaho,id
1983,Sep,66.0,60.4,456908,418075,38833,8.5,Idaho,id
1984,Sep,66.2,61.4,464279,430078,34201,7.4,Idaho,id
1985,Sep,66.5,61.3,466436,429433,37003,7.9,Idaho,id
1986,Sep,66.7,61.0,473197,432492,40705,8.6,Idaho,id
1987,Sep,66.2,61.4,471651,437213,34438,7.3,Idaho,id
1988,Sep,67.3,63.4,483292,455491,27801,5.8,Idaho,id
1989,Sep,67.2,63.7,489513,463760,25753,5.3,Idaho,id
1990,Sep,67.2,63.4,491053,463346,27707,5.6,Idaho,id
1991,Sep,67.7,63.5,512653,481050,31603,6.2,Idaho,id
1992,Sep,68.8,64.3,536543,501841,34702,6.5,Idaho,id
1993,Sep,69.6,65.5,562798,530213,32585,5.8,Idaho,id
1994,Sep,70.7,66.8,590837,558518,32319,5.5,Idaho,id
1995,Sep,69.9,66.1,602779,569931,32848,5.4,Idaho,id
1996,Sep,70.3,66.7,621517,589218,32299,5.2,Idaho,id
1997,Sep,70.4,66.8,635488,603105,32383,5.1,Idaho,id
1998,Sep,71.0,67.4,653326,620238,33088,5.1,Idaho,id
1999,Sep,69.5,66.1,651712,620178,31534,4.8,Idaho,id
2000,Sep,69.3,66.0,662019,630347,31672,4.8,Idaho,id
2001,Sep,70.1,66.4,682002,646321,35681,5.2,Idaho,id
2002,Sep,69.1,65.4,685713,648533,37180,5.4,Idaho,id
2003,Sep,68.2,64.4,689674,651071,38603,5.6,Idaho,id
2004,Sep,68.5,65.2,707975,673432,34543,4.9,Idaho,id
2005,Sep,69.4,66.6,736753,707829,28924,3.9,Idaho,id
2006,Sep,68.5,66.3,748596,723812,24784,3.3,Idaho,id
2007,Sep,67.7,65.5,756178,731995,24183,3.2,Idaho,id
2008,Sep,66.7,62.7,759054,713499,45555,6.0,Idaho,id
2009,Sep,65.8,59.7,759277,687984,71293,9.4,Idaho,id
2010,Sep,65.0,59.3,760283,693038,67245,8.8,Idaho,id
2011,Sep,64.9,59.6,766702,704790,61912,8.1,Idaho,id
2012,Sep,64.4,59.9,769874,716258,53616,7.0,Idaho,id
2013,Sep,63.7,60.0,771895,726443,45452,5.9,Idaho,id
2014,Sep,63.6,60.6,781459,745361,36098,4.6,Idaho,id
2015,Sep,63.9,61.3,798498,765926,32572,4.1,Idaho,id
2016,Sep,64.0,61.6,818907,788528,30379,3.7,Idaho,id
2017,Sep,64.0,62.0,838806,812653,26153,3.1,Idaho,id
2018,Sep,64.2,62.4,861621,837146,24475,2.8,Idaho,id
2019,Sep,64.6,62.7,887795,862222,25573,2.9,Idaho,id
2020,Sep,65.1,61.2,918644,862341,56303,6.1,Idaho,id
1976,Sep,62.9,58.8,5161664,4819299,342365,6.6,Illinois,il
1977,Sep,64.2,60.1,5327223,4987142,340081,6.4,Illinois,il
1978,Sep,65.0,61.2,5444403,5131592,312811,5.7,Illinois,il
1979,Sep,64.8,61.2,5461423,5160998,300425,5.5,Illinois,il
1980,Sep,65.6,59.7,5564825,5067712,497113,8.9,Illinois,il
1981,Sep,65.4,59.8,5581621,5110122,471499,8.4,Illinois,il
1982,Sep,65.8,57.7,5631690,4937858,693832,12.3,Illinois,il
1983,Sep,65.3,58.1,5604274,4989517,614757,11.0,Illinois,il
1984,Sep,65.1,59.4,5612325,5120651,491674,8.8,Illinois,il
1985,Sep,65.7,59.6,5673838,5152005,521833,9.2,Illinois,il
1986,Sep,65.7,60.4,5707015,5248652,458363,8.0,Illinois,il
1987,Sep,66.1,61.4,5784488,5372267,412221,7.1,Illinois,il
1988,Sep,66.8,62.5,5882772,5500643,382129,6.5,Illinois,il
1989,Sep,67.9,63.7,6003405,5631272,372133,6.2,Illinois,il
1990,Sep,68.1,63.8,5939163,5562434,376729,6.3,Illinois,il
1991,Sep,67.7,62.5,5944191,5491747,452444,7.6,Illinois,il
1992,Sep,68.1,63.0,6035975,5587479,448496,7.4,Illinois,il
1993,Sep,68.1,63.1,6092782,5649146,443636,7.3,Illinois,il
1994,Sep,68.0,64.2,6117223,5781134,336089,5.5,Illinois,il
1995,Sep,68.3,64.8,6183530,5861723,321807,5.2,Illinois,il
1996,Sep,68.8,65.2,6269711,5945094,324617,5.2,Illinois,il
1997,Sep,68.8,65.6,6312571,6017720,294851,4.7,Illinois,il
1998,Sep,68.9,65.9,6374831,6090854,283977,4.5,Illinois,il
1999,Sep,69.7,66.6,6495719,6204065,291654,4.5,Illinois,il
2000,Sep,69.2,66.2,6472215,6190685,281530,4.3,Illinois,il
2001,Sep,68.3,64.5,6432465,6078229,354236,5.5,Illinois,il
2002,Sep,66.7,62.3,6320656,5908153,412503,6.5,Illinois,il
2003,Sep,66.2,61.6,6302881,5867671,435210,6.9,Illinois,il
2004,Sep,66.2,62.2,6335450,5949067,386383,6.1,Illinois,il
2005,Sep,66.7,63.0,6416563,6058871,357692,5.6,Illinois,il
2006,Sep,67.9,64.9,6573252,6288064,285188,4.3,Illinois,il
2007,Sep,68.7,65.1,6700912,6351056,349856,5.2,Illinois,il
2008,Sep,67.4,62.9,6621432,6179097,442335,6.7,Illinois,il
2009,Sep,66.8,59.6,6607886,5892295,715591,10.8,Illinois,il
2010,Sep,66.6,60.1,6603128,5951512,651616,9.9,Illinois,il
2011,Sep,66.4,59.7,6610989,5949295,661694,10.0,Illinois,il
2012,Sep,65.9,60.0,6596052,6006010,590042,8.9,Illinois,il
2013,Sep,65.2,59.3,6538493,5952790,585703,9.0,Illinois,il
2014,Sep,64.7,60.5,6507158,6080707,426451,6.6,Illinois,il
2015,Sep,64.8,61.0,6512908,6130997,381911,5.9,Illinois,il
2016,Sep,64.9,61.2,6521502,6152224,369278,5.7,Illinois,il
2017,Sep,64.6,61.4,6483625,6167026,316599,4.9,Illinois,il
2018,Sep,64.5,61.8,6460176,6185692,274484,4.2,Illinois,il
2019,Sep,64.4,62.0,6439731,6199414,240317,3.7,Illinois,il
2020,Sep,64.1,57.5,6392549,5740445,652104,10.2,Illinois,il
1976,Sep,64.1,60.4,2449803,2310374,139429,5.7,Indiana,in
1977,Sep,64.7,60.9,2509449,2362916,146533,5.8,Indiana,in
1978,Sep,66.3,62.7,2614264,2471068,143196,5.5,Indiana,in
1979,Sep,66.3,61.6,2642135,2454316,187819,7.1,Indiana,in
1980,Sep,65.0,58.4,2611600,2345679,265921,10.2,Indiana,in
1981,Sep,64.6,58.1,2607870,2346305,261565,10.0,Indiana,in
1982,Sep,64.2,56.3,2599810,2281968,317842,12.2,Indiana,in
1983,Sep,64.1,57.2,2599759,2320651,279108,10.7,Indiana,in
1984,Sep,64.6,59.3,2635829,2419195,216634,8.2,Indiana,in
1985,Sep,66.4,61.4,2719130,2516182,202948,7.5,Indiana,in
1986,Sep,66.8,62.3,2756033,2572241,183792,6.7,Indiana,in
1987,Sep,66.2,62.2,2757103,2593328,163775,5.9,Indiana,in
1988,Sep,67.4,63.8,2829632,2678062,151570,5.4,Indiana,in
1989,Sep,67.7,64.2,2857692,2711314,146378,5.1,Indiana,in
1990,Sep,66.6,63.1,2799842,2652860,146982,5.2,Indiana,in
1991,Sep,65.5,61.8,2784966,2627293,157673,5.7,Indiana,in
1992,Sep,66.9,62.4,2875676,2683636,192040,6.7,Indiana,in
1993,Sep,68.0,64.9,2959751,2826047,133704,4.5,Indiana,in
1994,Sep,70.4,67.0,3093353,2944368,148985,4.8,Indiana,in
1995,Sep,70.6,67.3,3133643,2990971,142672,4.6,Indiana,in
1996,Sep,69.3,66.7,3109758,2992760,116998,3.8,Indiana,in
1997,Sep,69.3,66.8,3131239,3018252,112987,3.6,Indiana,in
1998,Sep,68.9,66.7,3130006,3030144,99862,3.2,Indiana,in
1999,Sep,68.3,66.1,3124297,3025740,98557,3.2,Indiana,in
2000,Sep,67.5,65.5,3111328,3020438,90890,2.9,Indiana,in
2001,Sep,67.7,64.6,3139525,2993175,146350,4.7,Indiana,in
2002,Sep,68.2,64.8,3182517,3023022,159495,5.0,Indiana,in
2003,Sep,67.8,64.1,3184605,3010332,174273,5.5,Indiana,in
2004,Sep,67.1,63.4,3166907,2996056,170851,5.4,Indiana,in
2005,Sep,67.6,63.9,3219388,3043851,175537,5.5,Indiana,in
2006,Sep,67.4,64.0,3237300,3073292,164008,5.1,Indiana,in
2007,Sep,66.1,63.0,3201296,3054043,147253,4.6,Indiana,in
2008,Sep,66.4,62.2,3244148,3034594,209554,6.5,Indiana,in
2009,Sep,64.5,57.7,3167706,2833578,334128,10.5,Indiana,in
2010,Sep,63.7,57.3,3170732,2853388,317344,10.0,Indiana,in
2011,Sep,63.9,57.9,3199028,2899629,299399,9.4,Indiana,in
2012,Sep,62.9,57.7,3167606,2905442,262164,8.3,Indiana,in
2013,Sep,63.0,58.4,3192847,2962355,230492,7.2,Indiana,in
2014,Sep,63.5,59.8,3238381,3050622,187759,5.8,Indiana,in
2015,Sep,63.9,61.0,3274389,3125757,148632,4.5,Indiana,in
2016,Sep,64.6,61.9,3328358,3186749,141609,4.3,Indiana,in
2017,Sep,64.5,62.2,3343190,3224415,118775,3.6,Indiana,in
2018,Sep,65.0,62.7,3391666,3272316,119350,3.5,Indiana,in
2019,Sep,64.4,62.4,3386110,3278500,107610,3.2,Indiana,in
2020,Sep,63.0,59.1,3336535,3128254,208281,6.2,Indiana,in
1976,Sep,64.5,62.0,1347685,1296091,51594,3.8,Iowa,ia
1977,Sep,66.0,63.4,1394183,1339690,54493,3.9,Iowa,ia
1978,Sep,66.6,64.1,1421466,1367564,53902,3.8,Iowa,ia
1979,Sep,66.3,63.5,1422294,1361521,60773,4.3,Iowa,ia
1980,Sep,66.7,62.2,1435711,1338434,97277,6.8,Iowa,ia
1981,Sep,66.0,61.5,1425894,1328327,97567,6.8,Iowa,ia
1982,Sep,66.0,60.3,1424194,1300464,123730,8.7,Iowa,ia
1983,Sep,66.1,61.1,1427216,1319125,108091,7.6,Iowa,ia
1984,Sep,65.4,60.9,1413640,1315232,98408,7.0,Iowa,ia
1985,Sep,65.8,60.9,1412177,1307089,105088,7.4,Iowa,ia
1986,Sep,67.3,63.0,1438831,1345876,92955,6.5,Iowa,ia
1987,Sep,68.0,64.4,1455253,1377651,77602,5.3,Iowa,ia
1988,Sep,69.9,66.8,1502821,1436654,66167,4.4,Iowa,ia
1989,Sep,70.0,67.0,1507853,1442954,64899,4.3,Iowa,ia
1990,Sep,69.5,66.4,1453861,1388848,65013,4.5,Iowa,ia
1991,Sep,70.2,67.0,1480434,1412671,67763,4.6,Iowa,ia
1992,Sep,71.4,68.3,1520306,1453955,66351,4.4,Iowa,ia
1993,Sep,73.1,70.2,1569473,1507580,61893,3.9,Iowa,ia
1994,Sep,73.3,70.8,1584553,1530164,54389,3.4,Iowa,ia
1995,Sep,72.8,70.3,1589182,1534435,54747,3.4,Iowa,ia
1996,Sep,73.5,70.9,1613306,1557048,56258,3.5,Iowa,ia
1997,Sep,72.4,70.3,1598100,1550350,47750,3.0,Iowa,ia
1998,Sep,72.0,70.0,1594478,1550381,44097,2.8,Iowa,ia
1999,Sep,71.6,69.8,1595009,1553855,41154,2.6,Iowa,ia
2000,Sep,71.2,69.2,1590758,1547057,43701,2.7,Iowa,ia
2001,Sep,72.2,69.7,1618068,1562526,55542,3.4,Iowa,ia
2002,Sep,73.0,70.0,1640331,1574692,65639,4.0,Iowa,ia
2003,Sep,70.9,67.7,1599388,1526741,72647,4.5,Iowa,ia
2004,Sep,70.8,67.5,1603607,1530184,73423,4.6,Iowa,ia
2005,Sep,71.8,68.8,1635994,1567347,68647,4.2,Iowa,ia
2006,Sep,72.6,69.9,1665836,1603753,62083,3.7,Iowa,ia
2007,Sep,72.0,69.4,1663398,1601728,61670,3.7,Iowa,ia
2008,Sep,72.5,69.3,1683498,1608630,74868,4.4,Iowa,ia
2009,Sep,72.0,67.3,1683162,1573705,109457,6.5,Iowa,ia
2010,Sep,70.9,66.8,1677717,1579134,98583,5.9,Iowa,ia
2011,Sep,69.6,65.8,1656336,1564954,91382,5.5,Iowa,ia
2012,Sep,69.1,65.6,1652163,1569562,82601,5.0,Iowa,ia
2013,Sep,69.8,66.6,1681833,1604751,77082,4.6,Iowa,ia
2014,Sep,70.4,67.5,1706417,1635553,70864,4.2,Iowa,ia
2015,Sep,69.7,67.1,1695724,1633276,62448,3.7,Iowa,ia
2016,Sep,69.0,66.5,1686120,1624950,61170,3.6,Iowa,ia
2017,Sep,68.2,66.1,1672334,1621984,50350,3.0,Iowa,ia
2018,Sep,68.9,67.2,1696884,1654354,42530,2.5,Iowa,ia
2019,Sep,70.9,68.9,1751217,1702476,48741,2.8,Iowa,ia
2020,Sep,65.1,62.0,1612751,1536187,76564,4.7,Iowa,ia
2010,Sep,69.6,64.8,1498527,1393989,104538,7.0,Kansas,ks
2011,Sep,68.8,64.5,1489593,1395030,94563,6.3,Kansas,ks
2012,Sep,68.3,64.4,1485494,1402370,83124,5.6,Kansas,ks
2013,Sep,68.0,64.5,1485783,1409064,76719,5.2,Kansas,ks
2014,Sep,68.0,65.0,1492868,1427472,65396,4.4,Kansas,ks
2015,Sep,67.5,64.8,1488145,1428706,59439,4.0,Kansas,ks
2016,Sep,66.9,64.1,1481156,1419734,61422,4.1,Kansas,ks
2017,Sep,66.6,64.2,1476276,1423318,52958,3.6,Kansas,ks
2018,Sep,66.5,64.4,1479031,1431594,47437,3.2,Kansas,ks
2019,Sep,66.8,64.7,1490123,1443702,46421,3.1,Kansas,ks
2020,Sep,65.9,62.0,1475696,1387968,87728,5.9,Kansas,ks
1976,Sep,59.9,56.7,1496632,1417964,78668,5.3,Kentucky,ky
1977,Sep,60.6,57.7,1543953,1471034,72919,4.7,Kentucky,ky
1978,Sep,61.5,58.3,1592342,1509202,83140,5.2,Kentucky,ky
1979,Sep,62.1,58.5,1630605,1537382,93223,5.7,Kentucky,ky
1980,Sep,62.9,57.4,1671022,1524109,146913,8.8,Kentucky,ky
1981,Sep,61.8,56.5,1657389,1513783,143606,8.7,Kentucky,ky
1982,Sep,62.5,55.6,1690034,1501885,188149,11.1,Kentucky,ky
1983,Sep,62.6,55.7,1706376,1516539,189837,11.1,Kentucky,ky
1984,Sep,62.1,56.6,1698468,1546788,151680,8.9,Kentucky,ky
1985,Sep,61.7,55.8,1694989,1533437,161552,9.5,Kentucky,ky
1986,Sep,61.4,55.6,1695384,1537446,157938,9.3,Kentucky,ky
1987,Sep,60.7,55.9,1687564,1553321,134243,8.0,Kentucky,ky
1988,Sep,61.7,57.1,1721656,1592798,128858,7.5,Kentucky,ky
1989,Sep,62.2,58.3,1740746,1632219,108527,6.2,Kentucky,ky
1990,Sep,62.5,58.7,1755083,1648833,106250,6.1,Kentucky,ky
1991,Sep,62.2,57.7,1763341,1634907,128434,7.3,Kentucky,ky
1992,Sep,62.4,58.1,1786849,1662876,123973,6.9,Kentucky,ky
1993,Sep,62.1,58.5,1803515,1697326,106189,5.9,Kentucky,ky
1994,Sep,62.6,59.3,1835729,1738196,97533,5.3,Kentucky,ky
1995,Sep,62.7,59.2,1858686,1754667,104019,5.6,Kentucky,ky
1996,Sep,63.0,59.6,1885952,1783573,102379,5.4,Kentucky,ky
